Year,Jurisdiction,RaceEth,NSLP,Mean,SE
2003,Nebraska,Black,Eligible,239.89,3.8299999999999996
2003,Nebraska,Hispanic,Eligible,250.92,2.98
2003,Nebraska,Black,Not Eligible,NA,NA
2003,Nebraska,Hispanic,Not Eligible,NA,NA
2003,Nevada,Black,All,248.29,2.61
2003,Nevada,Hispanic,All,249.6,1.75
2003,Nevada,Black,Eligible,240.07,3.56
2003,Nevada,Hispanic,Eligible,244.46,2.2
2003,Nevada,Black,Not Eligible,256.61,3.4699999999999998
2003,Nevada,Hispanic,Not Eligible,254.25,2.36
2003,New Hampshire,Black,All,NA,NA
2003,New Hampshire,Hispanic,All,NA,NA
2003,New Hampshire,Black,Eligible,NA,NA
2003,New Hampshire,Hispanic,Eligible,NA,NA
2003,New Hampshire,Black,Not Eligible,NA,NA
2003,New Hampshire,Hispanic,Not Eligible,NA,NA
2003,New Jersey,Black,All,252.98,2.17
2003,New Jersey,Hispanic,All,261.65,2.61
2003,New Jersey,Black,Eligible,246.81,2.57
2003,New Jersey,Hispanic,Eligible,254.67,2.92
2003,New Jersey,Black,Not Eligible,263.5,2.57
2003,New Jersey,Hispanic,Not Eligible,269.3,3.29
2003,New Mexico,Black,All,253.58,4.41
2003,New Mexico,Hispanic,All,254.33,1.01
2003,New Mexico,Black,Eligible,NA,NA
2003,New Mexico,Hispanic,Eligible,249.66,1.26
2003,New Mexico,Black,Not Eligible,NA,NA
2003,New Mexico,Hispanic,Not Eligible,263.32,1.56
2003,New York,Black,All,255.37,2.02
2003,New York,Hispanic,All,261.8,2.42
2003,New York,Black,Eligible,252.14,2.27
2003,New York,Hispanic,Eligible,257.23,1.87
2003,New York,Black,Not Eligible,268.39,4.4
2003,New York,Hispanic,Not Eligible,282.06,7.33
2003,North Carolina,Black,All,259.94,1.24
2003,North Carolina,Hispanic,All,263.19,3.14
2003,North Carolina,Black,Eligible,254.1,1.48
2003,North Carolina,Hispanic,Eligible,259.33,3.44
2003,North Carolina,Black,Not Eligible,268.82,2.08
2003,North Carolina,Hispanic,Not Eligible,273.65,6.81
2003,North Dakota,Black,All,NA,NA
2003,North Dakota,Hispanic,All,NA,NA
2003,North Dakota,Black,Eligible,NA,NA
2003,North Dakota,Hispanic,Eligible,NA,NA
2003,North Dakota,Black,Not Eligible,NA,NA
2003,North Dakota,Hispanic,Not Eligible,NA,NA
2003,Ohio,Black,All,257.12,2.11
2003,Ohio,Hispanic,All,269.96,5.51
2003,Ohio,Black,Eligible,253,2.46
2003,Ohio,Hispanic,Eligible,254.04,4.98
2003,Ohio,Black,Not Eligible,263.54,3.71
2003,Ohio,Hispanic,Not Eligible,NA,NA
2003,Oklahoma,Black,All,249.22,3.3699999999999997
2003,Oklahoma,Hispanic,All,257.56,3
2003,Oklahoma,Black,Eligible,243.31,3.6
2003,Oklahoma,Hispanic,Eligible,252,3.79
2003,Oklahoma,Black,Not Eligible,265.56,5.3
2003,Oklahoma,Hispanic,Not Eligible,NA,NA
2003,Oregon,Black,All,264.76,3.64
2003,Oregon,Hispanic,All,258.18,2.21
2003,Oregon,Black,Eligible,NA,NA
2003,Oregon,Hispanic,Eligible,252.91,2.94
2003,Oregon,Black,Not Eligible,NA,NA
2003,Oregon,Hispanic,Not Eligible,262.66,4.71
2003,Pennsylvania,Black,All,247.14,2.06
2003,Pennsylvania,Hispanic,All,253.12,3.8299999999999996
2003,Pennsylvania,Black,Eligible,241.77,2.2800000000000002
2003,Pennsylvania,Hispanic,Eligible,NA,NA
2003,Pennsylvania,Black,Not Eligible,257.22,4.13
2003,Pennsylvania,Hispanic,Not Eligible,NA,NA
2003,Puerto Rico,Black,All,NA,NA
2003,Puerto Rico,Hispanic,All,NA,NA
2003,Puerto Rico,Black,Eligible,NA,NA
2003,Puerto Rico,Hispanic,Eligible,NA,NA
2003,Puerto Rico,Black,Not Eligible,NA,NA
2003,Puerto Rico,Hispanic,Not Eligible,NA,NA
2003,Rhode Island,Black,All,244,2.77
2003,Rhode Island,Hispanic,All,244.75,2.05
2003,Rhode Island,Black,Eligible,240.84,3.46
2003,Rhode Island,Hispanic,Eligible,245.27,2.65
2003,Rhode Island,Black,Not Eligible,NA,NA
2003,Rhode Island,Hispanic,Not Eligible,NA,NA
2003,South Carolina,Black,All,258.11,1.57
2003,South Carolina,Hispanic,All,NA,NA
2003,South Carolina,Black,Eligible,255.65,1.59
2003,South Carolina,Hispanic,Eligible,NA,NA
2003,South Carolina,Black,Not Eligible,264.89,3.05
2003,South Carolina,Hispanic,Not Eligible,NA,NA
2003,South Dakota,Black,All,NA,NA
2003,South Dakota,Hispanic,All,NA,NA
2003,South Dakota,Black,Eligible,NA,NA
2003,South Dakota,Hispanic,Eligible,NA,NA
2003,South Dakota,Black,Not Eligible,NA,NA
2003,South Dakota,Hispanic,Not Eligible,NA,NA
2003,Tennessee,Black,All,241.68,2.4699999999999998
2003,Tennessee,Hispanic,All,NA,NA
2003,Tennessee,Black,Eligible,235.36,2.9299999999999997
2003,Tennessee,Hispanic,Eligible,NA,NA
2003,Tennessee,Black,Not Eligible,254.82,3.66
2003,Tennessee,Hispanic,Not Eligible,NA,NA
2003,Texas,Black,All,259.75,2.2
2003,Texas,Hispanic,All,266.85,1.1700000000000002
2003,Texas,Black,Eligible,253.67,2.4299999999999997
2003,Texas,Hispanic,Eligible,263.21,1.22
2003,Texas,Black,Not Eligible,268.62,2.8099999999999996
2003,Texas,Hispanic,Not Eligible,276.95,2.55
2003,Utah,Black,All,NA,NA
2003,Utah,Hispanic,All,248.81,2.9499999999999997
2003,Utah,Black,Eligible,NA,NA
2003,Utah,Hispanic,Eligible,245.15,3.07
2003,Utah,Black,Not Eligible,NA,NA
2003,Utah,Hispanic,Not Eligible,254.65,4.28
2003,Vermont,Black,All,NA,NA
2003,Vermont,Hispanic,All,NA,NA
2003,Vermont,Black,Eligible,NA,NA
2003,Vermont,Hispanic,Eligible,NA,NA
2003,Vermont,Black,Not Eligible,NA,NA
2003,Vermont,Hispanic,Not Eligible,NA,NA
2003,Virginia,Black,All,261.88,1.12
2003,Virginia,Hispanic,All,268.43,3.96
2003,Virginia,Black,Eligible,253.31,1.76
2003,Virginia,Hispanic,Eligible,260.88,4.28
2003,Virginia,Black,Not Eligible,267.98,1.9
2003,Virginia,Hispanic,Not Eligible,NA,NA
2003,Washington,Black,All,262.49,3.13
2003,Washington,Hispanic,All,263.3,2.9699999999999998
2003,Washington,Black,Eligible,255.69,4.64
2003,Washington,Hispanic,Eligible,255.45,2.94
2003,Washington,Black,Not Eligible,NA,NA
2003,Washington,Hispanic,Not Eligible,282.08,6.21
2003,West Virginia,Black,All,253.08,3.96
2003,West Virginia,Hispanic,All,NA,NA
2003,West Virginia,Black,Eligible,248.44,4.26
2003,West Virginia,Hispanic,Eligible,NA,NA
2003,West Virginia,Black,Not Eligible,NA,NA
2003,West Virginia,Hispanic,Not Eligible,NA,NA
2003,Wisconsin,Black,All,241.1,3.96
2003,Wisconsin,Hispanic,All,261.82,3.9899999999999998
2003,Wisconsin,Black,Eligible,233.26,3.82
2003,Wisconsin,Hispanic,Eligible,NA,NA
2003,Wisconsin,Black,Not Eligible,NA,NA
2003,Wisconsin,Hispanic,Not Eligible,NA,NA
2003,Wyoming,Black,All,NA,NA
2003,Wyoming,Hispanic,All,265.33,2.22
2003,Wyoming,Black,Eligible,NA,NA
2003,Wyoming,Hispanic,Eligible,263.78,2.71
2003,Wyoming,Black,Not Eligible,NA,NA
2003,Wyoming,Hispanic,Not Eligible,267.48,3.4099999999999997
2005,Alabama,Black,All,239.96,1.77
2005,Alabama,Hispanic,All,NA,NA
2005,Alabama,Black,Eligible,237.62,1.93
2005,Alabama,Hispanic,Eligible,NA,NA
2005,Alabama,Black,Not Eligible,249.36,3.55
2005,Alabama,Hispanic,Not Eligible,NA,NA
2005,Alaska,Black,All,266.19,3.01
2005,Alaska,Hispanic,All,271.77,3.42
2005,Alaska,Black,Eligible,NA,NA
2005,Alaska,Hispanic,Eligible,NA,NA
2005,Alaska,Black,Not Eligible,270.51,3.52
2005,Alaska,Hispanic,Not Eligible,281.3,3.7600000000000002
2005,Arizona,Black,All,260.93,2.71
2005,Arizona,Hispanic,All,259.97,1.42
2005,Arizona,Black,Eligible,247.14,2.65
2005,Arizona,Hispanic,Eligible,255.83,1.77
2005,Arizona,Black,Not Eligible,NA,NA
2005,Arizona,Hispanic,Not Eligible,264.96,2.9099999999999997
2005,Arkansas,Black,All,242.84,1.57
2005,Arkansas,Hispanic,All,266.32,4.03
2005,Arkansas,Black,Eligible,238.9,1.6800000000000002
2005,Arkansas,Hispanic,Eligible,264.55,3.94
2005,Arkansas,Black,Not Eligible,255.25,2.67
2005,Arkansas,Hispanic,Not Eligible,NA,NA
2005,California,Black,All,248.08,1.57
2005,California,Hispanic,All,254.2,0.69
2005,California,Black,Eligible,240.97,2.09
2005,California,Hispanic,Eligible,250.87,0.91
2005,California,Black,Not Eligible,256.64,2.22
2005,California,Hispanic,Not Eligible,262.69,1.1700000000000002
2005,Colorado,Black,All,255.79,3.08
2005,Colorado,Hispanic,All,260.16,1.91
2005,Colorado,Black,Eligible,248.65,5.09
2005,Colorado,Hispanic,Eligible,254.69,2.3
2005,Colorado,Black,Not Eligible,262.82,3.72
2005,Colorado,Hispanic,Not Eligible,270.06,2.61
2005,Connecticut,Black,All,249.47,2.67
2005,Connecticut,Hispanic,All,254.13,2.7800000000000002
2005,Connecticut,Black,Eligible,243.84,3.23
2005,Connecticut,Hispanic,Eligible,251.66,3.59
2005,Connecticut,Black,Not Eligible,262.22,3.46
2005,Connecticut,Hispanic,Not Eligible,259.33,4.28
2005,Delaware,Black,All,264.43,0.97
2005,Delaware,Hispanic,All,268.03,2.19
2005,Delaware,Black,Eligible,257.8,1.59
2005,Delaware,Hispanic,Eligible,263.37,2.68
2005,Delaware,Black,Not Eligible,272.16,1.56
2005,Delaware,Hispanic,Not Eligible,274.86,3.7800000000000002
2005,District of Columbia,Black,All,241.16,0.9500000000000001
2005,District of Columbia,Hispanic,All,252.06,2.98
2005,District of Columbia,Black,Eligible,238.06,1.23
2005,District of Columbia,Hispanic,Eligible,249.09,2.86
2005,District of Columbia,Black,Not Eligible,252.28,1.93
2005,District of Columbia,Hispanic,Not Eligible,NA,NA
2005,DoDEA,Black,All,267.43,1.46
2005,DoDEA,Hispanic,All,279.86,2.17
2005,DoDEA,Black,Eligible,NA,NA
2005,DoDEA,Hispanic,Eligible,NA,NA
2005,DoDEA,Black,Not Eligible,NA,NA
2005,DoDEA,Hispanic,Not Eligible,NA,NA
2005,Florida,Black,All,250.99,1.79
2005,Florida,Hispanic,All,264.88,1.9
2005,Florida,Black,Eligible,247.75,1.77
2005,Florida,Hispanic,Eligible,259.23,1.91
2005,Florida,Black,Not Eligible,258.86,3.42
2005,Florida,Hispanic,Not Eligible,276.3,2.94
2005,Georgia,Black,All,255.29,1.4
2005,Georgia,Hispanic,All,257.5,3.02
2005,Georgia,Black,Eligible,250.72,1.6800000000000002
2005,Georgia,Hispanic,Eligible,253.63,3.4099999999999997
2005,Georgia,Black,Not Eligible,267.24,1.6700000000000002
2005,Georgia,Hispanic,Not Eligible,NA,NA
2005,Hawaii,Black,All,NA,NA
2005,Hawaii,Hispanic,All,257.13,5.08
2005,Hawaii,Black,Eligible,NA,NA
2005,Hawaii,Hispanic,Eligible,NA,NA
2005,Hawaii,Black,Not Eligible,NA,NA
2005,Hawaii,Hispanic,Not Eligible,NA,NA
2005,Idaho,Black,All,NA,NA
2005,Idaho,Hispanic,All,260.75,2.07
2005,Idaho,Black,Eligible,NA,NA
2005,Idaho,Hispanic,Eligible,258.51,2.63
2005,Idaho,Black,Not Eligible,NA,NA
2005,Idaho,Hispanic,Not Eligible,267.46,3.9299999999999997
2005,Illinois,Black,All,248.8,1.6900000000000002
2005,Illinois,Hispanic,All,265.2,1.46
2005,Illinois,Black,Eligible,243.95,1.59
2005,Illinois,Hispanic,Eligible,260.92,1.77
2005,Illinois,Black,Not Eligible,261.54,4.63
2005,Illinois,Hispanic,Not Eligible,279.28,3.08
2005,Indiana,Black,All,256.97,2.63
2005,Indiana,Hispanic,All,260.86,3.96
2005,Indiana,Black,Eligible,252.93,2.3499999999999996
2005,Indiana,Hispanic,Eligible,254.62,4.28
2005,Indiana,Black,Not Eligible,271.66,4.98
2005,Indiana,Hispanic,Not Eligible,NA,NA
2005,Iowa,Black,All,256.19,5.13
2005,Iowa,Hispanic,All,264.03,3.23
2005,Iowa,Black,Eligible,252.29,6.07
2005,Iowa,Hispanic,Eligible,263.96,3.62
2005,Iowa,Black,Not Eligible,NA,NA
2005,Iowa,Hispanic,Not Eligible,NA,NA
2005,Kansas,Black,All,256.07,4.45
2005,Kansas,Hispanic,All,265.63,2.51
2005,Kansas,Black,Eligible,249.72,4.79
2005,Kansas,Hispanic,Eligible,261.32,2.57
2005,Kansas,Black,Not Eligible,269.85,6.21
2005,Kansas,Hispanic,Not Eligible,277.45,5.08
2005,Kentucky,Black,All,255.22,2.42
2005,Kentucky,Hispanic,All,NA,NA
2005,Kentucky,Black,Eligible,252.73,2.9699999999999998
2005,Kentucky,Hispanic,Eligible,NA,NA
2005,Kentucky,Black,Not Eligible,260.83,3.96
2005,Kentucky,Hispanic,Not Eligible,NA,NA
2005,Louisiana,Black,All,251.76,1.6400000000000001
2005,Louisiana,Hispanic,All,NA,NA
2005,Louisiana,Black,Eligible,249.58,1.6800000000000002
2005,Louisiana,Hispanic,Eligible,NA,NA
2005,Louisiana,Black,Not Eligible,258.27,4.23
2005,Louisiana,Hispanic,Not Eligible,NA,NA
2005,Maine,Black,All,NA,NA
2005,Maine,Hispanic,All,NA,NA
2005,Maine,Black,Eligible,NA,NA
2005,Maine,Hispanic,Eligible,NA,NA
2005,Maine,Black,Not Eligible,NA,NA
2005,Maine,Hispanic,Not Eligible,NA,NA
2005,Maryland,Black,All,258.49,1.37
2005,Maryland,Hispanic,All,262.09,4.859999999999999
2005,Maryland,Black,Eligible,252.66,1.8
2005,Maryland,Hispanic,Eligible,NA,NA
2005,Maryland,Black,Not Eligible,263.71,1.8800000000000001
2005,Maryland,Hispanic,Not Eligible,NA,NA
2005,Massachusetts,Black,All,262.53,2.65
2005,Massachusetts,Hispanic,All,264.66,1.49
2005,Massachusetts,Black,Eligible,259.63,3.04
2005,Massachusetts,Hispanic,Eligible,262.2,1.55
2005,Massachusetts,Black,Not Eligible,267.05,4.49
2005,Massachusetts,Hispanic,Not Eligible,272.42,3.48
2005,Michigan,Black,All,247.49,2.02
2005,Michigan,Hispanic,All,265.02,3.7800000000000002
2005,Michigan,Black,Eligible,241.23,2.6
2005,Michigan,Hispanic,Eligible,NA,NA
2005,Michigan,Black,Not Eligible,254.14,2.84
2005,Michigan,Hispanic,Not Eligible,NA,NA
2005,Minnesota,Black,All,250.7,1.98
2005,Minnesota,Hispanic,All,262.59,4.07
2005,Minnesota,Black,Eligible,246.44,2.5
2005,Minnesota,Hispanic,Eligible,255.88,4.05
2005,Minnesota,Black,Not Eligible,257.63,7.07
2005,Minnesota,Hispanic,Not Eligible,NA,NA
2005,Mississippi,Black,All,247.23,1.32
2005,Mississippi,Hispanic,All,NA,NA
2005,Mississippi,Black,Eligible,245.1,1.33
2005,Mississippi,Hispanic,Eligible,NA,NA
2005,Mississippi,Black,Not Eligible,262.26,2.62
2005,Mississippi,Hispanic,Not Eligible,NA,NA
2005,Missouri,Black,All,247.39,1.8800000000000001
2005,Missouri,Hispanic,All,NA,NA
2005,Missouri,Black,Eligible,243.4,2.07
2005,Missouri,Hispanic,Eligible,NA,NA
2005,Missouri,Black,Not Eligible,253.81,4.1899999999999995
2005,Missouri,Hispanic,Not Eligible,NA,NA
2005,Montana,Black,All,NA,NA
2005,Montana,Hispanic,All,NA,NA
2005,Montana,Black,Eligible,NA,NA
2005,Montana,Hispanic,Eligible,NA,NA
2005,Montana,Black,Not Eligible,NA,NA
2005,Montana,Hispanic,Not Eligible,NA,NA
2005,National public,Black,All,254.18,0.41000000000000003
2005,National public,Hispanic,All,261.08,0.43000000000000005
2005,National public,Black,Eligible,249.65,0.46
2005,National public,Hispanic,Eligible,257.39,0.56
2005,National public,Black,Not Eligible,263.59,0.6699999999999999
2005,National public,Hispanic,Not Eligible,270.68,0.7
2005,Nebraska,Black,All,243.39,2.2800000000000002
2005,Nebraska,Hispanic,All,261.49,2.21
2005,Nebraska,Black,Eligible,239.74,2.55
2005,Nebraska,Hispanic,Eligible,259.26,2.2800000000000002
2005,Nebraska,Black,Not Eligible,NA,NA
2005,Nebraska,Hispanic,Not Eligible,267.44,4.78
2005,Nevada,Black,All,247.1,2.5
2005,Nevada,Hispanic,All,255.9,1.32
2005,Nevada,Black,Eligible,241.06,2.96
2005,Nevada,Hispanic,Eligible,252.28,2.03
2005,Nevada,Black,Not Eligible,254.74,3.52
2005,Nevada,Hispanic,Not Eligible,259.98,2.13
2005,New Hampshire,Black,All,NA,NA
2005,New Hampshire,Hispanic,All,NA,NA
2005,New Hampshire,Black,Eligible,NA,NA
2005,New Hampshire,Hispanic,Eligible,NA,NA
2005,New Hampshire,Black,Not Eligible,NA,NA
2005,New Hampshire,Hispanic,Not Eligible,NA,NA
2005,New Jersey,Black,All,259.64,2.5
2005,New Jersey,Hispanic,All,264.23,2.11
2005,New Jersey,Black,Eligible,252.11,3.08
2005,New Jersey,Hispanic,Eligible,260.76,3.06
2005,New Jersey,Black,Not Eligible,268.91,2.4899999999999998
2005,New Jersey,Hispanic,Not Eligible,268.48,3.14
2005,New Mexico,Black,All,256.65,5.619999999999999
2005,New Mexico,Hispanic,All,255.37,1.28
2005,New Mexico,Black,Eligible,NA,NA
2005,New Mexico,Hispanic,Eligible,250.53,1.36
2005,New Mexico,Black,Not Eligible,NA,NA
2005,New Mexico,Hispanic,Not Eligible,271.26,2.22
2005,New York,Black,All,258.72,1.85
2005,New York,Hispanic,All,262.04,1.76
2005,New York,Black,Eligible,255.69,2.1
2005,New York,Hispanic,Eligible,258.5,1.84
2005,New York,Black,Not Eligible,269.84,3.6
2005,New York,Hispanic,Not Eligible,278.85,4.2
2005,North Carolina,Black,All,263.42,1.22
2005,North Carolina,Hispanic,All,265.4,2.74
2005,North Carolina,Black,Eligible,258.51,1.34
2005,North Carolina,Hispanic,Eligible,262.22,3.34
2005,North Carolina,Black,Not Eligible,273.48,1.87
2005,North Carolina,Hispanic,Not Eligible,279.24,4.2
2005,North Dakota,Black,All,NA,NA
2005,North Dakota,Hispanic,All,NA,NA
2005,North Dakota,Black,Eligible,NA,NA
2005,North Dakota,Hispanic,Eligible,NA,NA
2005,North Dakota,Black,Not Eligible,NA,NA
2005,North Dakota,Hispanic,Not Eligible,NA,NA
2005,Ohio,Black,All,255.16,2.12
