Year,Jurisdiction,RaceEth,NSLP,Mean,SE
2005,District of Columbia,Black,Not Eligible,242.54,1.55
2005,District of Columbia,Hispanic,Not Eligible,NA,NA
2005,DoDEA,Black,All,258.18,1.58
2005,DoDEA,Hispanic,All,267.53,2.25
2005,DoDEA,Black,Eligible,NA,NA
2005,DoDEA,Hispanic,Eligible,NA,NA
2005,DoDEA,Black,Not Eligible,NA,NA
2005,DoDEA,Hispanic,Not Eligible,NA,NA
2005,Florida,Black,All,238.22,1.74
2005,Florida,Hispanic,All,251.66,1.91
2005,Florida,Black,Eligible,236.16,1.98
2005,Florida,Hispanic,Eligible,246.74,2.25
2005,Florida,Black,Not Eligible,242.66,2.74
2005,Florida,Hispanic,Not Eligible,259.82,2.65
2005,Georgia,Black,All,240.74,1.3
2005,Georgia,Hispanic,All,247.46,3.42
2005,Georgia,Black,Eligible,236.84,1.58
2005,Georgia,Hispanic,Eligible,241.92,3.32
2005,Georgia,Black,Not Eligible,252.26,2.4499999999999997
2005,Georgia,Hispanic,Not Eligible,NA,NA
2005,Hawaii,Black,All,NA,NA
2005,Hawaii,Hispanic,All,241.83,4.359999999999999
2005,Hawaii,Black,Eligible,NA,NA
2005,Hawaii,Hispanic,Eligible,NA,NA
2005,Hawaii,Black,Not Eligible,NA,NA
2005,Hawaii,Hispanic,Not Eligible,NA,NA
2005,Idaho,Black,All,NA,NA
2005,Idaho,Hispanic,All,246.47,2.06
2005,Idaho,Black,Eligible,NA,NA
2005,Idaho,Hispanic,Eligible,243.6,2.36
2005,Idaho,Black,Not Eligible,NA,NA
2005,Idaho,Hispanic,Not Eligible,255,3.8099999999999996
2005,Illinois,Black,All,243.85,2.01
2005,Illinois,Hispanic,All,253.3,1.61
2005,Illinois,Black,Eligible,239.69,1.87
2005,Illinois,Hispanic,Eligible,249.89,1.86
2005,Illinois,Black,Not Eligible,253.38,3.65
2005,Illinois,Hispanic,Not Eligible,263.84,4.13
2005,Indiana,Black,All,240.51,2.8099999999999996
2005,Indiana,Hispanic,All,246.68,4.94
2005,Indiana,Black,Eligible,236.52,3.17
2005,Indiana,Hispanic,Eligible,NA,NA
2005,Indiana,Black,Not Eligible,252.4,4.08
2005,Indiana,Hispanic,Not Eligible,NA,NA
2005,Iowa,Black,All,245.59,3.42
2005,Iowa,Hispanic,All,255.6,3.92
2005,Iowa,Black,Eligible,239.87,4.85
2005,Iowa,Hispanic,Eligible,252.19,4.67
2005,Iowa,Black,Not Eligible,NA,NA
2005,Iowa,Hispanic,Not Eligible,NA,NA
2005,Kansas,Black,All,246.91,2.23
2005,Kansas,Hispanic,All,248.64,2.59
2005,Kansas,Black,Eligible,240.94,3.32
2005,Kansas,Hispanic,Eligible,247.04,3.13
2005,Kansas,Black,Not Eligible,257.21,5.21
2005,Kansas,Hispanic,Not Eligible,NA,NA
2005,Kentucky,Black,All,247.65,3.07
2005,Kentucky,Hispanic,All,NA,NA
2005,Kentucky,Black,Eligible,244.81,4.1899999999999995
2005,Kentucky,Hispanic,Eligible,NA,NA
2005,Kentucky,Black,Not Eligible,252.8,4.76
2005,Kentucky,Hispanic,Not Eligible,NA,NA
2005,Louisiana,Black,All,239.8,1.93
2005,Louisiana,Hispanic,All,NA,NA
2005,Louisiana,Black,Eligible,237.53,2.15
2005,Louisiana,Hispanic,Eligible,NA,NA
2005,Louisiana,Black,Not Eligible,248.6,3.3
2005,Louisiana,Hispanic,Not Eligible,NA,NA
2005,Maine,Black,All,NA,NA
2005,Maine,Hispanic,All,NA,NA
2005,Maine,Black,Eligible,NA,NA
2005,Maine,Hispanic,Eligible,NA,NA
2005,Maine,Black,Not Eligible,NA,NA
2005,Maine,Hispanic,Not Eligible,NA,NA
2005,Maryland,Black,All,243.82,1.78
2005,Maryland,Hispanic,All,256.48,4.7700000000000005
2005,Maryland,Black,Eligible,237.82,2.01
2005,Maryland,Hispanic,Eligible,NA,NA
2005,Maryland,Black,Not Eligible,250.3,2.23
2005,Maryland,Hispanic,Not Eligible,NA,NA
2005,Massachusetts,Black,All,253.06,1.99
2005,Massachusetts,Hispanic,All,246.44,2.59
2005,Massachusetts,Black,Eligible,248.95,2.54
2005,Massachusetts,Hispanic,Eligible,242.87,2.65
2005,Massachusetts,Black,Not Eligible,261.27,3.63
2005,Massachusetts,Hispanic,Not Eligible,259.24,7.02
2005,Michigan,Black,All,238.55,2.1
2005,Michigan,Hispanic,All,249.84,4.1499999999999995
2005,Michigan,Black,Eligible,231.62,2.32
2005,Michigan,Hispanic,Eligible,NA,NA
2005,Michigan,Black,Not Eligible,245.63,3.53
2005,Michigan,Hispanic,Not Eligible,NA,NA
2005,Minnesota,Black,All,239.14,4.05
2005,Minnesota,Hispanic,All,244.06,5.119999999999999
2005,Minnesota,Black,Eligible,230.57,4.26
2005,Minnesota,Hispanic,Eligible,233.67,6.25
2005,Minnesota,Black,Not Eligible,252.33,4.74
2005,Minnesota,Hispanic,Not Eligible,NA,NA
2005,Mississippi,Black,All,236.88,1.48
2005,Mississippi,Hispanic,All,NA,NA
2005,Mississippi,Black,Eligible,234.88,1.53
2005,Mississippi,Hispanic,Eligible,NA,NA
2005,Mississippi,Black,Not Eligible,250.93,2.1
2005,Mississippi,Hispanic,Not Eligible,NA,NA
2005,Missouri,Black,All,242.13,1.82
2005,Missouri,Hispanic,All,257.57,6.01
2005,Missouri,Black,Eligible,238.51,2.51
2005,Missouri,Hispanic,Eligible,NA,NA
2005,Missouri,Black,Not Eligible,250.05,3.8499999999999996
2005,Missouri,Hispanic,Not Eligible,NA,NA
2005,Montana,Black,All,NA,NA
2005,Montana,Hispanic,All,NA,NA
2005,Montana,Black,Eligible,NA,NA
2005,Montana,Hispanic,Eligible,NA,NA
2005,Montana,Black,Not Eligible,NA,NA
2005,Montana,Hispanic,Not Eligible,NA,NA
2005,National public,Black,All,242.03,0.44
2005,National public,Hispanic,All,244.94,0.44
2005,National public,Black,Eligible,237.53,0.49
2005,National public,Hispanic,Eligible,241.18,0.5
2005,National public,Black,Not Eligible,251.21,0.62
2005,National public,Hispanic,Not Eligible,254.74,0.61
2005,Nebraska,Black,All,243.03,2.4899999999999998
2005,Nebraska,Hispanic,All,245.19,2.02
2005,Nebraska,Black,Eligible,235.69,3.48
2005,Nebraska,Hispanic,Eligible,243.96,2.3699999999999997
2005,Nebraska,Black,Not Eligible,NA,NA
2005,Nebraska,Hispanic,Not Eligible,248.3,4.01
2005,Nevada,Black,All,239.83,3.58
2005,Nevada,Hispanic,All,241.26,1.1400000000000001
2005,Nevada,Black,Eligible,233.33,4.71
2005,Nevada,Hispanic,Eligible,236.95,1.9
2005,Nevada,Black,Not Eligible,247.06,3.96
2005,Nevada,Hispanic,Not Eligible,246.98,1.86
2005,New Hampshire,Black,All,NA,NA
2005,New Hampshire,Hispanic,All,NA,NA
2005,New Hampshire,Black,Eligible,NA,NA
2005,New Hampshire,Hispanic,Eligible,NA,NA
2005,New Hampshire,Black,Not Eligible,NA,NA
2005,New Hampshire,Hispanic,Not Eligible,NA,NA
2005,New Jersey,Black,All,250.51,2.77
2005,New Jersey,Hispanic,All,251.28,2.11
2005,New Jersey,Black,Eligible,246.75,3.63
2005,New Jersey,Hispanic,Eligible,247.92,3.14
2005,New Jersey,Black,Not Eligible,255.68,3.01
2005,New Jersey,Hispanic,Not Eligible,255.81,2.55
2005,New Mexico,Black,All,NA,NA
2005,New Mexico,Hispanic,All,244.68,1.1400000000000001
2005,New Mexico,Black,Eligible,NA,NA
2005,New Mexico,Hispanic,Eligible,241.43,1.24
2005,New Mexico,Black,Not Eligible,NA,NA
2005,New Mexico,Hispanic,Not Eligible,254.79,2.23
2005,New York,Black,All,242.47,2.05
2005,New York,Hispanic,All,250.48,1.76
2005,New York,Black,Eligible,241.2,1.79
2005,New York,Hispanic,Eligible,247.93,1.98
2005,New York,Black,Not Eligible,247.73,5.2
2005,New York,Hispanic,Not Eligible,264.88,2.9499999999999997
2005,North Carolina,Black,All,239.82,1.62
2005,North Carolina,Hispanic,All,247.5,2.9499999999999997
2005,North Carolina,Black,Eligible,234.82,1.8900000000000001
2005,North Carolina,Hispanic,Eligible,244.66,3.8499999999999996
2005,North Carolina,Black,Not Eligible,250.61,2.27
2005,North Carolina,Hispanic,Not Eligible,254.54,5.33
2005,North Dakota,Black,All,NA,NA
2005,North Dakota,Hispanic,All,NA,NA
2005,North Dakota,Black,Eligible,NA,NA
2005,North Dakota,Hispanic,Eligible,NA,NA
2005,North Dakota,Black,Not Eligible,NA,NA
2005,North Dakota,Hispanic,Not Eligible,NA,NA
2005,Ohio,Black,All,242.7,2.6
2005,Ohio,Hispanic,All,245.2,4.49
2005,Ohio,Black,Eligible,239.39,2.92
2005,Ohio,Hispanic,Eligible,244.18,5.17
2005,Ohio,Black,Not Eligible,252.12,3.16
2005,Ohio,Hispanic,Not Eligible,NA,NA
2005,Oklahoma,Black,All,242.97,2.71
2005,Oklahoma,Hispanic,All,246.87,2.44
2005,Oklahoma,Black,Eligible,239.62,3.22
