Year,Jurisdiction,RaceEth,Gender,Mean,SE
2005,North Dakota,Black,All,‡,NA
2005,North Dakota,Hispanic,All,‡,NA
2005,Ohio,Black,All,242.70,2.6
2005,Ohio,Hispanic,All,245.20,4.49
2005,Oklahoma,Black,All,242.97,2.71
2005,Oklahoma,Hispanic,All,246.87,2.44
2005,Oregon,Black,All,244.89,3.8
2005,Oregon,Hispanic,All,244.65,3.09
2005,Pennsylvania,Black,All,239.38,3.9
2005,Pennsylvania,Hispanic,All,246.09,6.79
2005,Rhode Island,Black,All,242.91,2.36
2005,Rhode Island,Hispanic,All,236.57,2.58
2005,South Carolina,Black,All,242.45,1.28
2005,South Carolina,Hispanic,All,‡,NA
2005,South Dakota,Black,All,‡,NA
2005,South Dakota,Hispanic,All,‡,NA
2005,Tennessee,Black,All,240.07,1.84
2005,Tennessee,Hispanic,All,‡,NA
2005,Texas,Black,All,246.13,1.71
2005,Texas,Hispanic,All,248.08,0.88
2005,Utah,Black,All,‡,NA
2005,Utah,Hispanic,All,242.82,2.5
2005,Vermont,Black,All,‡,NA
2005,Vermont,Hispanic,All,‡,NA
2005,Virginia,Black,All,251.41,1.85
2005,Virginia,Hispanic,All,258.81,2.27
2005,Washington,Black,All,255.04,4.06
2005,Washington,Hispanic,All,245.26,3.34
2005,West Virginia,Black,All,236.07,3.7
2005,West Virginia,Hispanic,All,‡,NA
2005,Wisconsin,Black,All,236.37,4.06
2005,Wisconsin,Hispanic,All,247.46,5.119999999999999
2005,Wyoming,Black,All,‡,NA
2005,Wyoming,Hispanic,All,255.68,3.06
2007,National public,Black,All,243.83,0.39
2007,National public,Hispanic,All,245.77,0.43000000000000005
2007,Alabama,Black,All,235.89,1.3900000000000001
2007,Alabama,Hispanic,All,249.97,4.76
2007,Alaska,Black,All,250.46,3.19
2007,Alaska,Hispanic,All,257.18,3.4499999999999997
2007,Arizona,Black,All,247.86,3.3899999999999997
2007,Arizona,Hispanic,All,241.14,1.8
2007,Arkansas,Black,All,235.76,2.04
2007,Arkansas,Hispanic,All,248.73,3.57
2007,California,Black,All,237.01,2
2007,California,Hispanic,All,239.49,0.8
2007,Colorado,Black,All,252.38,3.17
2007,Colorado,Hispanic,All,249.40,1.9
2007,Connecticut,Black,All,246.12,3.13
2007,Connecticut,Hispanic,All,242.63,2.64
2007,Delaware,Black,All,250.47,1.09
2007,Delaware,Hispanic,All,256.74,2.24
2007,District of Columbia,Black,All,237.91,0.8600000000000001
2007,District of Columbia,Hispanic,All,249.06,3.21
2007,DoDEA,Black,All,258.85,2.12
2007,DoDEA,Hispanic,All,272.90,1.6800000000000002
2007,Florida,Black,All,243.76,1.6900000000000002
2007,Florida,Hispanic,All,255.85,1.82
2007,Georgia,Black,All,245.95,1.54
2007,Georgia,Hispanic,All,249.87,3.23
2007,Hawaii,Black,All,254.72,5.6499999999999995
2007,Hawaii,Hispanic,All,248.91,4.5
2007,Idaho,Black,All,‡,NA
2007,Idaho,Hispanic,All,243.20,2.3899999999999997
2007,Illinois,Black,All,243.55,1.84
2007,Illinois,Hispanic,All,250.20,1.94
2007,Indiana,Black,All,242.29,1.94
2007,Indiana,Hispanic,All,255.24,3.62
2007,Iowa,Black,All,247.14,5.46
2007,Iowa,Hispanic,All,250.41,3.09
2007,Kansas,Black,All,245.69,3.14
2007,Kansas,Hispanic,All,248.13,3.3699999999999997
2007,Kentucky,Black,All,246.84,2.3299999999999996
2007,Kentucky,Hispanic,All,‡,NA
2007,Louisiana,Black,All,240.46,1.34
2007,Louisiana,Hispanic,All,‡,NA
2007,Maine,Black,All,‡,NA
2007,Maine,Hispanic,All,‡,NA
2007,Maryland,Black,All,249.02,1.6900000000000002
2007,Maryland,Hispanic,All,257.57,4.430000000000001
2007,Massachusetts,Black,All,253.07,2.23
2007,Massachusetts,Hispanic,All,250.61,2.27
2007,Michigan,Black,All,235.92,2.53
2007,Michigan,Hispanic,All,240.54,4.72
2007,Minnesota,Black,All,244.59,3.15
2007,Minnesota,Hispanic,All,244.50,4.57
2007,Mississippi,Black,All,238.41,1.1700000000000002
2007,Mississippi,Hispanic,All,‡,NA
2007,Missouri,Black,All,241.96,2.15
2007,Missouri,Hispanic,All,247.74,5.1499999999999995
2007,Montana,Black,All,‡,NA
2007,Montana,Hispanic,All,‡,NA
2007,Nebraska,Black,All,242.86,3.16
2007,Nebraska,Hispanic,All,254.81,2.53
2007,Nevada,Black,All,247.57,3.02
2007,Nevada,Hispanic,All,238.48,1.3900000000000001
2007,New Hampshire,Black,All,‡,NA
2007,New Hampshire,Hispanic,All,251.65,5.2700000000000005
2007,New Jersey,Black,All,249.12,2.4099999999999997
2007,New Jersey,Hispanic,All,256.52,2.02
2007,New Mexico,Black,All,248.24,4.18
2007,New Mexico,Hispanic,All,245.53,1.06
2007,New York,Black,All,245.56,2.24
2007,New York,Hispanic,All,245.81,2.3
2007,North Carolina,Black,All,240.92,1.87
2007,North Carolina,Hispanic,All,245.89,3.3099999999999996
2007,North Dakota,Black,All,‡,NA
2007,North Dakota,Hispanic,All,‡,NA
2007,Ohio,Black,All,246.35,1.72
2007,Ohio,Hispanic,All,259.64,5.99
2007,Oklahoma,Black,All,243.37,2.66
2007,Oklahoma,Hispanic,All,241.11,2.8299999999999996
2007,Oregon,Black,All,249.73,5.68
2007,Oregon,Hispanic,All,243.49,2.36
2007,Pennsylvania,Black,All,247.70,3.3099999999999996
2007,Pennsylvania,Hispanic,All,244.39,5.04
2007,Rhode Island,Black,All,238.74,3.23
2007,Rhode Island,Hispanic,All,233.35,1.77
2007,South Carolina,Black,All,241.76,1.48
2007,South Carolina,Hispanic,All,243.68,4.55
2007,South Dakota,Black,All,‡,NA
2007,South Dakota,Hispanic,All,‡,NA
2007,Tennessee,Black,All,239.78,1.85
2007,Tennessee,Hispanic,All,251.96,5.24
2007,Texas,Black,All,248.65,1.82
2007,Texas,Hispanic,All,250.90,0.92
2007,Utah,Black,All,‡,NA
2007,Utah,Hispanic,All,241.88,2.63
2007,Vermont,Black,All,‡,NA
2007,Vermont,Hispanic,All,‡,NA
2007,Virginia,Black,All,252.22,1.1
2007,Virginia,Hispanic,All,258.42,3.3
2007,Washington,Black,All,247.00,3.42
2007,Washington,Hispanic,All,246.91,2.4899999999999998
2007,West Virginia,Black,All,240.73,2.8299999999999996
2007,West Virginia,Hispanic,All,‡,NA
2007,Wisconsin,Black,All,231.32,4.41
2007,Wisconsin,Hispanic,All,247.44,2.75
2007,Wyoming,Black,All,‡,NA
2007,Wyoming,Hispanic,All,248.26,2.9299999999999997
2009,National public,Black,All,245.45,0.39
2009,National public,Hispanic,All,247.83,0.61
2009,Alabama,Black,All,237.79,1.74
2009,Alabama,Hispanic,All,245.05,6.2
2009,Alaska,Black,All,248.94,3.46
2009,Alaska,Hispanic,All,260.33,3.03
2009,Arizona,Black,All,248.91,4.49
2009,Arizona,Hispanic,All,245.97,1.4
2009,Arkansas,Black,All,233.76,2.3699999999999997
2009,Arkansas,Hispanic,All,249.08,3.59
2009,California,Black,All,242.62,3
2009,California,Hispanic,All,241.42,1.1700000000000002
2009,Colorado,Black,All,250.17,3.09
2009,Colorado,Hispanic,All,249.65,1.41
2009,Connecticut,Black,All,244.89,2.23
2009,Connecticut,Hispanic,All,252.11,2.09
2009,Delaware,Black,All,253.69,1.1800000000000002
2009,Delaware,Hispanic,All,256.49,2.42
2009,District of Columbia,Black,All,239.11,0.98
2009,District of Columbia,Hispanic,All,248.74,2.96
2009,DoDEA,Black,All,262.38,2.11
2009,DoDEA,Hispanic,All,269.30,1.76
2009,Florida,Black,All,250.37,1.98
2009,Florida,Hispanic,All,260.14,1.41
2009,Georgia,Black,All,248.93,1.09
2009,Georgia,Hispanic,All,254.19,2.96
2009,Hawaii,Black,All,255.77,5.07
2009,Hawaii,Hispanic,All,251.84,4.88
2009,Idaho,Black,All,‡,NA
2009,Idaho,Hispanic,All,240.98,1.79
2009,Illinois,Black,All,243.13,1.53
2009,Illinois,Hispanic,All,252.31,1.62
2009,Indiana,Black,All,249.78,2.36
2009,Indiana,Hispanic,All,251.14,2.6
2009,Iowa,Black,All,240.62,3.82
2009,Iowa,Hispanic,All,249.27,3.8
2009,Kansas,Black,All,248.11,2.5
2009,Kansas,Hispanic,All,250.04,2.72
2009,Kentucky,Black,All,249.04,2.06
2009,Kentucky,Hispanic,All,265.48,4.04
2009,Louisiana,Black,All,240.53,1.87
2009,Louisiana,Hispanic,All,‡,NA
2009,Maine,Black,All,253.79,5.470000000000001
2009,Maine,Hispanic,All,‡,NA
2009,Maryland,Black,All,250.41,1.93
2009,Maryland,Hispanic,All,258.33,3.27
2009,Massachusetts,Black,All,251.40,2.69
2009,Massachusetts,Hispanic,All,250.40,2.7800000000000002
2009,Michigan,Black,All,238.29,2.1
2009,Michigan,Hispanic,All,253.08,4.73
2009,Minnesota,Black,All,243.99,3.6
2009,Minnesota,Hispanic,All,246.97,3.5
2009,Mississippi,Black,All,238.72,1.04
2009,Mississippi,Hispanic,All,‡,NA
2009,Missouri,Black,All,245.94,2.53
2009,Missouri,Hispanic,All,260.14,4.25
2009,Montana,Black,All,‡,NA
2009,Montana,Hispanic,All,‡,NA
2009,Nebraska,Black,All,241.56,2.96
2009,Nebraska,Hispanic,All,252.67,2.27
2009,Nevada,Black,All,241.30,2.27
2009,Nevada,Hispanic,All,242.45,1.3
2009,New Hampshire,Black,All,‡,NA
2009,New Hampshire,Hispanic,All,256.92,4.6
2009,New Jersey,Black,All,249.76,3.08
2009,New Jersey,Hispanic,All,256.09,2.22
2009,New Mexico,Black,All,245.61,4.98
2009,New Mexico,Hispanic,All,247.55,1.33
2009,New York,Black,All,245.92,2.04
2009,New York,Hispanic,All,247.35,1.81
2009,North Carolina,Black,All,242.65,1.51
2009,North Carolina,Hispanic,All,248.60,2.59
2009,North Dakota,Black,All,‡,NA
2009,North Dakota,Hispanic,All,‡,NA
2009,Ohio,Black,All,247.04,2.03
2009,Ohio,Hispanic,All,251.12,4.31
2009,Oklahoma,Black,All,246.63,3.02
2009,Oklahoma,Hispanic,All,245.85,2.68
2009,Oregon,Black,All,‡,NA
2009,Oregon,Hispanic,All,246.95,1.5
2009,Pennsylvania,Black,All,249.49,1.71
2009,Pennsylvania,Hispanic,All,247.47,2.4699999999999998
2009,Rhode Island,Black,All,238.07,3.1
2009,Rhode Island,Hispanic,All,240.86,1.81
2009,South Carolina,Black,All,242.84,1.5
2009,South Carolina,Hispanic,All,258.73,3.4499999999999997
2009,South Dakota,Black,All,‡,NA
2009,South Dakota,Hispanic,All,‡,NA
2009,Tennessee,Black,All,243.11,2.06
2009,Tennessee,Hispanic,All,251.84,4.39
2009,Texas,Black,All,248.86,1.97
2009,Texas,Hispanic,All,251.37,1.2
2009,Utah,Black,All,‡,NA
2009,Utah,Hispanic,All,245.98,1.8
2009,Vermont,Black,All,‡,NA
2009,Vermont,Hispanic,All,‡,NA
2009,Virginia,Black,All,249.51,1.97
2009,Virginia,Hispanic,All,256.09,2.75
2009,Washington,Black,All,244.66,4.319999999999999
2009,Washington,Hispanic,All,248.36,2.57
2009,West Virginia,Black,All,250.02,3.4299999999999997
2009,West Virginia,Hispanic,All,‡,NA
2009,Wisconsin,Black,All,237.56,2.59
2009,Wisconsin,Hispanic,All,250.13,2.02
2009,Wyoming,Black,All,‡,NA
2009,Wyoming,Hispanic,All,258.71,2.21
2011,National public,Black,All,247.61,0.48000000000000004
2011,National public,Hispanic,All,251.30,0.46
2011,Alabama,Black,All,242.83,1.52
2011,Alabama,Hispanic,All,246.46,3.84
2011,Alaska,Black,All,251.69,3.32
2011,Alaska,Hispanic,All,260.01,3.18
2011,Arizona,Black,All,248.08,3.21
2011,Arizona,Hispanic,All,251.08,1.56
2011,Arkansas,Black,All,237.82,1.52
2011,Arkansas,Hispanic,All,253.43,2.07
2011,California,Black,All,242.83,3.3699999999999997
2011,California,Hispanic,All,245.22,1.02
2011,Colorado,Black,All,256.95,3.24
2011,Colorado,Hispanic,All,254.25,2.22
2011,Connecticut,Black,All,254.88,2.62
2011,Connecticut,Hispanic,All,254.57,1.58
2011,Delaware,Black,All,254.24,0.9400000000000001
2011,Delaware,Hispanic,All,259.27,2.4499999999999997
2011,District of Columbia,Black,All,238.53,0.8700000000000001
2011,District of Columbia,Hispanic,All,239.05,2.86
2011,DoDEA,Black,All,263.22,2.13
2011,DoDEA,Hispanic,All,268.09,1.81
2011,Florida,Black,All,247.59,1.58
2011,Florida,Hispanic,All,259.05,1.35
2011,Georgia,Black,All,250.53,1.55
2011,Georgia,Hispanic,All,257.64,2.5
2011,Hawaii,Black,All,261.04,4.56
2011,Hawaii,Hispanic,All,246.41,4.06
2011,Idaho,Black,All,‡,NA
2011,Idaho,Hispanic,All,253.86,1.85
2011,Illinois,Black,All,249.42,1.49
2011,Illinois,Hispanic,All,257.09,1.44
2011,Indiana,Black,All,246.52,3.18
2011,Indiana,Hispanic,All,255.37,3.24
2011,Iowa,Black,All,246.52,2.9899999999999998
2011,Iowa,Hispanic,All,251.13,3.3
2011,Kansas,Black,All,247.70,3.08
2011,Kansas,Hispanic,All,254.19,2.02
2011,Kentucky,Black,All,248.36,1.8900000000000001
2011,Kentucky,Hispanic,All,263.59,3.69
2011,Louisiana,Black,All,241.39,2.01
2011,Louisiana,Hispanic,All,248.83,4.34
2011,Maine,Black,All,247.97,5.8
2011,Maine,Hispanic,All,‡,NA
2011,Maryland,Black,All,255.35,1.62
2011,Maryland,Hispanic,All,261.71,4.1499999999999995
2011,Massachusetts,Black,All,254.65,2.7
2011,Massachusetts,Hispanic,All,247.91,3.04
2011,Michigan,Black,All,244.13,2.92
2011,Michigan,Hispanic,All,260.32,3.52
2011,Minnesota,Black,All,246.27,3.05
2011,Minnesota,Hispanic,All,257.30,3.67
2011,Mississippi,Black,All,240.40,1.29
2011,Mississippi,Hispanic,All,‡,NA
2011,Missouri,Black,All,243.79,2.79
2011,Missouri,Hispanic,All,257.74,5.41
2011,Montana,Black,All,‡,NA
2011,Montana,Hispanic,All,262.23,4.71
2011,Nebraska,Black,All,250.10,3.61
2011,Nebraska,Hispanic,All,251.75,1.96
2011,Nevada,Black,All,250.12,2.44
2011,Nevada,Hispanic,All,247.19,1.31
2011,New Hampshire,Black,All,‡,NA
2011,New Hampshire,Hispanic,All,253.42,4.31
2011,New Jersey,Black,All,255.68,2.53
2011,New Jersey,Hispanic,All,257.24,2.2
2011,New Mexico,Black,All,247.54,5.35
2011,New Mexico,Hispanic,All,251.15,1.01
2011,New York,Black,All,251.24,1.97
2011,New York,Hispanic,All,250.59,2.04
2011,North Carolina,Black,All,247.04,1.47
2011,North Carolina,Hispanic,All,255.63,2.2800000000000002
2011,North Dakota,Black,All,‡,NA
2011,North Dakota,Hispanic,All,‡,NA
2011,Ohio,Black,All,246.94,1.85
2011,Ohio,Hispanic,All,251.51,4.109999999999999
2011,Oklahoma,Black,All,246.87,2.94
2011,Oklahoma,Hispanic,All,250.67,2.29
2011,Oregon,Black,All,247.71,5.470000000000001
2011,Oregon,Hispanic,All,249.84,1.55
2011,Pennsylvania,Black,All,243.72,2.6
2011,Pennsylvania,Hispanic,All,250.18,3.15
2011,Rhode Island,Black,All,248.13,4.22
2011,Rhode Island,Hispanic,All,247.60,1.95
2011,South Carolina,Black,All,245.63,1.35
2011,South Carolina,Hispanic,All,256.71,3.48
2011,South Dakota,Black,All,256.37,3.58
2011,South Dakota,Hispanic,All,256.49,3.7800000000000002
2011,Tennessee,Black,All,240.28,1.6800000000000002
2011,Tennessee,Hispanic,All,254.83,4.07
2011,Texas,Black,All,252.10,1.81
2011,Texas,Hispanic,All,254.18,1.11
2011,Utah,Black,All,‡,NA
2011,Utah,Hispanic,All,247.31,2.03
2011,Vermont,Black,All,‡,NA
2011,Vermont,Hispanic,All,‡,NA
2011,Virginia,Black,All,251.00,1.6400000000000001
2011,Virginia,Hispanic,All,258.99,2.77
2011,Washington,Black,All,254.36,4.06
2011,Washington,Hispanic,All,249.53,1.6
2011,West Virginia,Black,All,248.76,3.3099999999999996
2011,West Virginia,Hispanic,All,‡,NA
2011,Wisconsin,Black,All,240.22,1.92
2011,Wisconsin,Hispanic,All,248.35,2.59
2011,Wyoming,Black,All,‡,NA
2011,Wyoming,Hispanic,All,258.31,2.6
2013,National public,Black,All,249.56,0.42000000000000004
2013,National public,Hispanic,All,254.65,0.45
2013,Alabama,Black,All,241.34,1.42
2013,Alabama,Hispanic,All,248.88,3.96
2013,Alaska,Black,All,253.07,3.66
2013,Alaska,Hispanic,All,261.51,2.6
2013,Arizona,Black,All,248.21,3.56
2013,Arizona,Hispanic,All,252.06,1.2
2013,Arkansas,Black,All,243.65,1.76
2013,Arkansas,Hispanic,All,255.67,2.23
2013,California,Black,All,247.00,2.3099999999999996
2013,California,Hispanic,All,252.07,1.06
2013,Colorado,Black,All,247.05,3.9099999999999997
2013,Colorado,Hispanic,All,256.84,1.76
2013,Connecticut,Black,All,256.35,2.9099999999999997
2013,Connecticut,Hispanic,All,255.94,2.36
2013,Delaware,Black,All,252.82,1.1900000000000002
2013,Delaware,Hispanic,All,260.77,1.93
2013,District of Columbia,Black,All,243.30,0.89
2013,District of Columbia,Hispanic,All,248.30,2.8
2013,DoDEA,Black,All,266.24,1.59
2013,DoDEA,Hispanic,All,274.29,1.34
2013,Florida,Black,All,253.78,1.8
2013,Florida,Hispanic,All,260.43,1.28
2013,Georgia,Black,All,252.41,1.76
2013,Georgia,Hispanic,All,260.38,2.4699999999999998
2013,Hawaii,Black,All,258.16,3.38
2013,Hawaii,Hispanic,All,258.38,3.03
2013,Idaho,Black,All,‡,NA
2013,Idaho,Hispanic,All,253.71,1.83
2013,Illinois,Black,All,246.31,1.85
2013,Illinois,Hispanic,All,256.56,1.3900000000000001
2013,Indiana,Black,All,246.16,2.51
2013,Indiana,Hispanic,All,258.96,2.53
2013,Iowa,Black,All,248.17,3.23
2013,Iowa,Hispanic,All,255.88,2.51
2013,Kansas,Black,All,243.93,3.9499999999999997
2013,Kansas,Hispanic,All,254.13,1.92
2013,Kentucky,Black,All,246.98,2.11
2013,Kentucky,Hispanic,All,263.27,3.52
2013,Louisiana,Black,All,245.38,1.33
2013,Louisiana,Hispanic,All,259.83,3.56
2013,Maine,Black,All,‡,NA
2013,Maine,Hispanic,All,‡,NA
2013,Maryland,Black,All,259.40,1.37
2013,Maryland,Hispanic,All,265.63,3.01
2013,Massachusetts,Black,All,254.65,2.5
2013,Massachusetts,Hispanic,All,252.77,1.75
2013,Michigan,Black,All,245.50,2.4699999999999998
2013,Michigan,Hispanic,All,256.87,3.16
2013,Minnesota,Black,All,247.89,3.09
2013,Minnesota,Hispanic,All,250.96,3.36
2013,Mississippi,Black,All,238.97,1.35
2013,Mississippi,Hispanic,All,251.70,4.74
2013,Missouri,Black,All,244.86,3.3
2013,Missouri,Hispanic,All,266.48,3.77
2013,Montana,Black,All,‡,NA
2013,Montana,Hispanic,All,262.53,3.75
2013,Nebraska,Black,All,250.65,2.73
2013,Nebraska,Hispanic,All,253.95,1.71
2013,Nevada,Black,All,247.81,2.4299999999999997
2013,Nevada,Hispanic,All,251.91,1.21
2013,New Hampshire,Black,All,‡,NA
2013,New Hampshire,Hispanic,All,250.63,3.84
2013,New Jersey,Black,All,259.55,2.15
2013,New Jersey,Hispanic,All,264.41,2.3699999999999997
2013,New Mexico,Black,All,245.21,4.89
2013,New Mexico,Hispanic,All,251.67,0.76
2013,New York,Black,All,251.87,1.94
